"REF_DATE","GEO","DGUID","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Matane, Quebec","2011S0504403","Rate","257","units","0","v733432","49","1.9","","","","1"
"2022","Matane, Quebec","2011S0504403","Rate","257","units","0","v733432","49","2.4","","","","1"
"2014","Meaford, Ontario","2011A00053542047","Rate","257","units","0","v42136021","118","6.2","","","","1"
"2015","Meaford, Ontario","2011A00053542047","Rate","257","units","0","v42136021","118","3.3","","","","1"
"2016","Meaford, Ontario","2011A00053542047","Rate","257","units","0","v42136021","118","0.7","","","","1"
"2017","Meaford, Ontario","2011A00053542047","Rate","257","units","0","v42136021","118","","F","","","1"
"2018","Meaford, Ontario","2011A00053542047","Rate","257","units","0","v42136021","118","1.3","","","","1"
"2019","Meaford, Ontario","2011A00053542047","Rate","257","units","0","v42136021","118","1.3","","","","1"
"2020","Meaford, Ontario","2011A00053542047","Rate","257","units","0","v42136021","118","","F","","","1"
"2021","Meaford, Ontario","2011A00053542047","Rate","257","units","0","v42136021","118","","F","","","1"
"2022","Meaford, Ontario","2011A00053542047","Rate","257","units","0","v42136021","118","2.3","","","","1"
"2014","Midland, Ontario","2011S0504571","Rate","257","units","0","v733433","50","2.1","","","","1"
"2015","Midland, Ontario","2011S0504571","Rate","257","units","0","v733433","50","3.4","","","","1"
"2016","Midland, Ontario","2011S0504571","Rate","257","units","0","v733433","50","","F","","","1"
"2017","Midland, Ontario","2011S0504571","Rate","257","units","0","v733433","50","0.6","","","","1"
"2018","Midland, Ontario","2011S0504571","Rate","257","units","0","v733433","50","0.8","","","","1"
"2019","Midland, Ontario","2011S0504571","Rate","257","units","0","v733433","50","2.0","","","","1"
"2020","Midland, Ontario","2011S0504571","Rate","257","units","0","v733433","50","1.0","","","","1"
"2021","Midland, Ontario","2011S0504571","Rate","257","units","0","v733433","50","0.3","","","","1"
"2022","Midland, Ontario","2011S0504571","Rate","257","units","0","v733433","50","2.6","","","","1"
"2014","Miramichi, New Brunswick","2011S0504329","Rate","257","units","0","v42136017","121","3.4","","","","1"
"2015","Miramichi, New Brunswick","2011S0504329","Rate","257","units","0","v42136017","121","3.5","","","","1"
"2016","Miramichi, New Brunswick","2011S0504329","Rate","257","units","0","v42136017","121","2.4","","","","1"
"2017","Miramichi, New Brunswick","2011S0504329","Rate","257","units","0","v42136017","121","0.9","","","","1"
"2018","Miramichi, New Brunswick","2011S0504329","Rate","257","units","0","v42136017","121","2.1","","","","1"
"2019","Miramichi, New Brunswick","2011S0504329","Rate","257","units","0","v42136017","121","1.3","","","","1"
"2020","Miramichi, New Brunswick","2011S0504329","Rate","257","units","0","v42136017","121","2.9","","","","1"
"2021","Miramichi, New Brunswick","2011S0504329","Rate","257","units","0","v42136017","121","0.1","","","","1"
"2022","Miramichi, New Brunswick","2011S0504329","Rate","257","units","0","v42136017","121","2.6","","","","1"
"2014","Mississippi Mills, Ontario","2011A00053509030","Rate","257","units","0","v20662178","106","","F","","","1"
"2015","Mississippi Mills, Ontario","2011A00053509030","Rate","257","units","0","v20662178","106","","F","","","1"
"2016","Mississippi Mills, Ontario","2011A00053509030","Rate","257","units","0","v20662178","106","","F","","","1"
"2017","Mississippi Mills, Ontario","2011A00053509030","Rate","257","units","0","v20662178","106","","F","","","1"
"2018","Mississippi Mills, Ontario","2011A00053509030","Rate","257","units","0","v20662178","106","","F","","","1"
"2019","Mississippi Mills, Ontario","2011A00053509030","Rate","257","units","0","v20662178","106","","F","","","1"
"2020","Mississippi Mills, Ontario","2011A00053509030","Rate","257","units","0","v20662178","106","","F","","","1"
"2021","Mississippi Mills, Ontario","2011A00053509030","Rate","257","units","0","v20662178","106","","F","","","1"
"2022","Mississippi Mills, Ontario","2011A00053509030","Rate","257","units","0","v20662178","106","","F","","","1"
"2014","Mont-Laurier, Quebec","2011A00052479088","Rate","257","units","0","v53843512","143","4.9","","","","1"
"2015","Mont-Laurier, Quebec","2011A00052479088","Rate","257","units","0","v53843512","143","2.8","","","","1"
"2016","Mont-Laurier, Quebec","2011A00052479088","Rate","257","units","0","v53843512","143","3.4","","","","1"
"2017","Mont-Laurier, Quebec","2011A00052479088","Rate","257","units","0","v53843512","143","2.3","","","","1"
"2018","Mont-Laurier, Quebec","2011A00052479088","Rate","257","units","0","v53843512","143","3.1","","","","1"
"2019","Mont-Laurier, Quebec","2011A00052479088","Rate","257","units","0","v53843512","143","1.3","","","","1"
"2020","Mont-Laurier, Quebec","2011A00052479088","Rate","257","units","0","v53843512","143","0.3","","","","1"
"2021","Mont-Laurier, Quebec","2011A00052479088","Rate","257","units","0","v53843512","143","1.1","","","","1"
"2022","Mont-Laurier, Quebec","2011A00052479088","Rate","257","units","0","v53843512","143","1.5","","","","1"
"2014","Montmagny, Quebec","2011A00052418050","Rate","257","units","0","v733485","51","3.1","","","","1"
"2015","Montmagny, Quebec","2011A00052418050","Rate","257","units","0","v733485","51","3.6","","","","1"
"2016","Montmagny, Quebec","2011A00052418050","Rate","257","units","0","v733485","51","5.8","","","","1"
"2017","Montmagny, Quebec","2011A00052418050","Rate","257","units","0","v733485","51","4.0","","","","1"
"2018","Montmagny, Quebec","2011A00052418050","Rate","257","units","0","v733485","51","1.7","","","","1"
"2019","Montmagny, Quebec","2011A00052418050","Rate","257","units","0","v733485","51","1.3","","","","1"
"2020","Montmagny, Quebec","2011A00052418050","Rate","257","units","0","v733485","51","2.1","","","","1"
"2021","Montmagny, Quebec","2011A00052418050","Rate","257","units","0","v733485","51","0.8","","","","1"
"2022","Montmagny, Quebec","2011A00052418050","Rate","257","units","0","v733485","51","0.5","","","","1"
"2014","Moose Jaw, Saskatchewan","2011S0504715","Rate","257","units","0","v733434","52","3.2","","","","1"
"2015","Moose Jaw, Saskatchewan","2011S0504715","Rate","257","units","0","v733434","52","3.4","","","","1"
"2016","Moose Jaw, Saskatchewan","2011S0504715","Rate","257","units","0","v733434","52","3.1","","","","1"
"2017","Moose Jaw, Saskatchewan","2011S0504715","Rate","257","units","0","v733434","52","2.0","","","","1"
"2018","Moose Jaw, Saskatchewan","2011S0504715","Rate","257","units","0","v733434","52","6.5","","","","1"
"2019","Moose Jaw, Saskatchewan","2011S0504715","Rate","257","units","0","v733434","52","8.4","","","","1"
"2020","Moose Jaw, Saskatchewan","2011S0504715","Rate","257","units","0","v733434","52","8.4","","","","1"
"2021","Moose Jaw, Saskatchewan","2011S0504715","Rate","257","units","0","v733434","52","6.8","","","","1"
"2022","Moose Jaw, Saskatchewan","2011S0504715","Rate","257","units","0","v733434","52","4.0","","","","1"
"2014","Mountain View County, Alberta","2011A00054806028","Rate","257","units","0","v53843513","144","","F","","","1"
"2015","Mountain View County, Alberta","2011A00054806028","Rate","257","units","0","v53843513","144","","F","","","1"
"2016","Mountain View County, Alberta","2011A00054806028","Rate","257","units","0","v53843513","144","","F","","","1"
"2017","Mountain View County, Alberta","2011A00054806028","Rate","257","units","0","v53843513","144","","F","","","1"
"2018","Mountain View County, Alberta","2011A00054806028","Rate","257","units","0","v53843513","144","","F","","","1"
"2019","Mountain View County, Alberta","2011A00054806028","Rate","257","units","0","v53843513","144","","F","","","1"
"2020","Mountain View County, Alberta","2011A00054806028","Rate","257","units","0","v53843513","144","","F","","","1"
"2021","Mountain View County, Alberta","2011A00054806028","Rate","257","units","0","v53843513","144","","F","","","1"
"2022","Mountain View County, Alberta","2011A00054806028","Rate","257","units","0","v53843513","144","","F","","","1"
"2014","New Glasgow, Nova Scotia","2011S0504220","Rate","257","units","0","v733435","54","9.4","","","","1"
"2015","New Glasgow, Nova Scotia","2011S0504220","Rate","257","units","0","v733435","54","8.2","","","","1"
"2016","New Glasgow, Nova Scotia","2011S0504220","Rate","257","units","0","v733435","54","10.0","","","","1"
"2017","New Glasgow, Nova Scotia","2011S0504220","Rate","257","units","0","v733435","54","7.0","","","","1"
"2018","New Glasgow, Nova Scotia","2011S0504220","Rate","257","units","0","v733435","54","13.3","","","","1"
"2019","New Glasgow, Nova Scotia","2011S0504220","Rate","257","units","0","v733435","54","9.4","","","","1"
"2020","New Glasgow, Nova Scotia","2011S0504220","Rate","257","units","0","v733435","54","2.0","","","","1"
"2021","New Glasgow, Nova Scotia","2011S0504220","Rate","257","units","0","v733435","54","1.2","","","","1"
"2022","New Glasgow, Nova Scotia","2011S0504220","Rate","257","units","0","v733435","54","0.9","","","","1"
"2014","North Battleford, Saskatchewan","2011S0504735","Rate","257","units","0","v733436","55","8.9","","","","1"
"2015","North Battleford, Saskatchewan","2011S0504735","Rate","257","units","0","v733436","55","8.1","","","","1"
"2016","North Battleford, Saskatchewan","2011S0504735","Rate","257","units","0","v733436","55","9.5","","","","1"
"2017","North Battleford, Saskatchewan","2011S0504735","Rate","257","units","0","v733436","55","10.6","","","","1"
"2018","North Battleford, Saskatchewan","2011S0504735","Rate","257","units","0","v733436","55","14.9","","","","1"
"2019","North Battleford, Saskatchewan","2011S0504735","Rate","257","units","0","v733436","55","11.6","","","","1"
"2020","North Battleford, Saskatchewan","2011S0504735","Rate","257","units","0","v733436","55","6.5","","","","1"
"2021","North Battleford, Saskatchewan","2011S0504735","Rate","257","units","0","v733436","55","3.6","","","","1"
"2022","North Battleford, Saskatchewan","2011S0504735","Rate","257","units","0","v733436","55","5.0","","","","1"
"2014","North Grenville, Ontario","2011A00053507065","Rate","257","units","0","v53843514","145","","F","","","1"
"2015","North Grenville, Ontario","2011A00053507065","Rate","257","units","0","v53843514","145","","F","","","1"
"2016","North Grenville, Ontario","2011A00053507065","Rate","257","units","0","v53843514","145","","F","","","1"
"2017","North Grenville, Ontario","2011A00053507065","Rate","257","units","0","v53843514","145","","F","","","1"
"2018","North Grenville, Ontario","2011A00053507065","Rate","257","units","0","v53843514","145","","F","","","1"
"2019","North Grenville, Ontario","2011A00053507065","Rate","257","units","0","v53843514","145","","F","","","1"
"2020","North Grenville, Ontario","2011A00053507065","Rate","257","units","0","v53843514","145","","F","","","1"
"2021","North Grenville, Ontario","2011A00053507065","Rate","257","units","0","v53843514","145","","F","","","1"
"2022","North Grenville, Ontario","2011A00053507065","Rate","257","units","0","v53843514","145","","F","","","1"
"2014","North Perth, Ontario","2011A00053531040","Rate","257","units","0","v20662179","107","19.3","","","","1"
"2015","North Perth, Ontario","2011A00053531040","Rate","257","units","0","v20662179","107","10.4","","","","1"
"2016","North Perth, Ontario","2011A00053531040","Rate","257","units","0","v20662179","107","8.4","","","","1"
"2017","North Perth, Ontario","2011A00053531040","Rate","257","units","0","v20662179","107","","F","","","1"
"2018","North Perth, Ontario","2011A00053531040","Rate","257","units","0","v20662179","107","13.5","","","","1"
"2019","North Perth, Ontario","2011A00053531040","Rate","257","units","0","v20662179","107","9.9","","","","1"
"2020","North Perth, Ontario","2011A00053531040","Rate","257","units","0","v20662179","107","7.4","","","","1"
"2021","North Perth, Ontario","2011A00053531040","Rate","257","units","0","v20662179","107","9.9","","","","1"
"2022","North Perth, Ontario","2011A00053531040","Rate","257","units","0","v20662179","107","5.7","","","","1"
"2014","Okotoks, Alberta","2011S0504820","Rate","257","units","0","v20662180","108","1.2","","","","1"
"2015","Okotoks, Alberta","2011S0504820","Rate","257","units","0","v20662180","108","0.0","","","","1"
"2016","Okotoks, Alberta","2011S0504820","Rate","257","units","0","v20662180","108","3.5","","","","1"
"2017","Okotoks, Alberta","2011S0504820","Rate","257","units","0","v20662180","108","","F","","","1"
"2018","Okotoks, Alberta","2011S0504820","Rate","257","units","0","v20662180","108","","F","","","1"
"2019","Okotoks, Alberta","2011S0504820","Rate","257","units","0","v20662180","108","","F","","","1"
"2020","Okotoks, Alberta","2011S0504820","Rate","257","units","0","v20662180","108","2.4","","","","1"
"2021","Okotoks, Alberta","2011S0504820","Rate","257","units","0","v20662180","108","2.3","","","","1"
"2022","Okotoks, Alberta","2011S0504820","Rate","257","units","0","v20662180","108","0.0","","","","1"
"2014","Orillia, Ontario","2011S0504569","Rate","257","units","0","v733437","56","2.9","","","","1"
"2015","Orillia, Ontario","2011S0504569","Rate","257","units","0","v733437","56","1.1","","","","1"
"2016","Orillia, Ontario","2011S0504569","Rate","257","units","0","v733437","56","","F","","","1"
"2017","Orillia, Ontario","2011S0504569","Rate","257","units","0","v733437","56","1.2","","","","1"
"2018","Orillia, Ontario","2011S0504569","Rate","257","units","0","v733437","56","2.2","","","","1"
"2019","Orillia, Ontario","2011S0504569","Rate","257","units","0","v733437","56","2.6","","","","1"
"2020","Orillia, Ontario","2011S0504569","Rate","257","units","0","v733437","56","1.1","","","","1"
"2021","Orillia, Ontario","2011S0504569","Rate","257","units","0","v733437","56","3.4","","","","1"
"2022","Orillia, Ontario","2011S0504569","Rate","257","units","0","v733437","56","0.7","","","","1"
"2014","Owen Sound, Ontario","2011S0504566","Rate","257","units","0","v733438","57","2.9","","","","1"
"2015","Owen Sound, Ontario","2011S0504566","Rate","257","units","0","v733438","57","3.1","","","","1"
"2016","Owen Sound, Ontario","2011S0504566","Rate","257","units","0","v733438","57","2.5","","","","1"
"2017","Owen Sound, Ontario","2011S0504566","Rate","257","units","0","v733438","57","1.6","","","","1"
"2018","Owen Sound, Ontario","2011S0504566","Rate","257","units","0","v733438","57","1.7","","","","1"
"2019","Owen Sound, Ontario","2011S0504566","Rate","257","units","0","v733438","57","1.8","","","","1"
"2020","Owen Sound, Ontario","2011S0504566","Rate","257","units","0","v733438","57","2.4","","","","1"
"2021","Owen Sound, Ontario","2011S0504566","Rate","257","units","0","v733438","57","0.9","","","","1"
"2022","Owen Sound, Ontario","2011S0504566","Rate","257","units","0","v733438","57","2.0","","","","1"
"2014","Parksville, British Columbia","2011S0504939","Rate","257","units","0","v4419485","97","1.3","","","","1"
"2015","Parksville, British Columbia","2011S0504939","Rate","257","units","0","v4419485","97","1.2","","","","1"
"2016","Parksville, British Columbia","2011S0504939","Rate","257","units","0","v4419485","97","0.7","","","","1"
"2017","Parksville, British Columbia","2011S0504939","Rate","257","units","0","v4419485","97","0.0","","","","1"
"2018","Parksville, British Columbia","2011S0504939","Rate","257","units","0","v4419485","97","0.0","","","","1"
"2019","Parksville, British Columbia","2011S0504939","Rate","257","units","0","v4419485","97","0.6","","","","1"
"2020","Parksville, British Columbia","2011S0504939","Rate","257","units","0","v4419485","97","1.3","","","","1"
"2021","Parksville, British Columbia","2011S0504939","Rate","257","units","0","v4419485","97","1.9","","","","1"
"2022","Parksville, British Columbia","2011S0504939","Rate","257","units","0","v4419485","97","1.2","","","","1"
"2014","Pembroke, Ontario","2011S0504515","Rate","257","units","0","v733439","58","3.2","","","","1"
"2015","Pembroke, Ontario","2011S0504515","Rate","257","units","0","v733439","58","3.7","","","","1"
"2016","Pembroke, Ontario","2011S0504515","Rate","257","units","0","v733439","58","2.5","","","","1"
"2017","Pembroke, Ontario","2011S0504515","Rate","257","units","0","v733439","58","1.6","","","","1"
"2018","Pembroke, Ontario","2011S0504515","Rate","257","units","0","v733439","58","2.2","","","","1"
"2019","Pembroke, Ontario","2011S0504515","Rate","257","units","0","v733439","58","3.5","","","","1"
"2020","Pembroke, Ontario","2011S0504515","Rate","257","units","0","v733439","58","4.4","","","","1"
"2021","Pembroke, Ontario","2011S0504515","Rate","257","units","0","v733439","58","0.9","","","","1"
"2022","Pembroke, Ontario","2011S0504515","Rate","257","units","0","v733439","58","1.3","","","","1"
"2014","Penticton, British Columbia","2011S0504913","Rate","257","units","0","v733441","59","1.3","","","","1"
"2015","Penticton, British Columbia","2011S0504913","Rate","257","units","0","v733441","59","1.5","","","","1"
"2016","Penticton, British Columbia","2011S0504913","Rate","257","units","0","v733441","59","1.1","","","","1"
"2017","Penticton, British Columbia","2011S0504913","Rate","257","units","0","v733441","59","1.0","","","","1"
"2018","Penticton, British Columbia","2011S0504913","Rate","257","units","0","v733441","59","1.8","","","","1"
"2019","Penticton, British Columbia","2011S0504913","Rate","257","units","0","v733441","59","2.0","","","","1"
"2020","Penticton, British Columbia","2011S0504913","Rate","257","units","0","v733441","59","0.9","","","","1"
"2021","Penticton, British Columbia","2011S0504913","Rate","257","units","0","v733441","59","1.1","","","","1"
"2022","Penticton, British Columbia","2011S0504913","Rate","257","units","0","v733441","59","1.1","","","","1"
"2014","Petawawa, Ontario","2011S0504516","Rate","257","units","0","v42136013","122","7.4","","","","1"
"2015","Petawawa, Ontario","2011S0504516","Rate","257","units","0","v42136013","122","1.3","","","","1"
"2016","Petawawa, Ontario","2011S0504516","Rate","257","units","0","v42136013","122","1.1","","","","1"
"2017","Petawawa, Ontario","2011S0504516","Rate","257","units","0","v42136013","122","","F","","","1"
"2018","Petawawa, Ontario","2011S0504516","Rate","257","units","0","v42136013","122","8.6","","","","1"
"2019","Petawawa, Ontario","2011S0504516","Rate","257","units","0","v42136013","122","3.6","","","","1"
"2020","Petawawa, Ontario","2011S0504516","Rate","257","units","0","v42136013","122","5.7","","","","1"
"2021","Petawawa, Ontario","2011S0504516","Rate","257","units","0","v42136013","122","0.0","","","","1"
"2022","Petawawa, Ontario","2011S0504516","Rate","257","units","0","v42136013","122","0.0","","","","1"
"2014","Port Alberni, British Columbia","2011S0504940","Rate","257","units","0","v733443","61","5.3","","","","1"
"2015","Port Alberni, British Columbia","2011S0504940","Rate","257","units","0","v733443","61","2.4","","","","1"
"2016","Port Alberni, British Columbia","2011S0504940","Rate","257","units","0","v733443","61","3.3","","","","1"
"2017","Port Alberni, British Columbia","2011S0504940","Rate","257","units","0","v733443","61","1.3","","","","1"
"2018","Port Alberni, British Columbia","2011S0504940","Rate","257","units","0","v733443","61","0.5","","","","1"
"2019","Port Alberni, British Columbia","2011S0504940","Rate","257","units","0","v733443","61","1.0","","","","1"
"2020","Port Alberni, British Columbia","2011S0504940","Rate","257","units","0","v733443","61","3.2","","","","1"
"2021","Port Alberni, British Columbia","2011S0504940","Rate","257","units","0","v733443","61","1.3","","","","1"
"2022","Port Alberni, British Columbia","2011S0504940","Rate","257","units","0","v733443","61","1.8","","","","1"
"2014","Port Hope, Ontario","2011S0504528","Rate","257","units","0","v733444","62","1.7","","","","1"
"2015","Port Hope, Ontario","2011S0504528","Rate","257","units","0","v733444","62","0.9","","","","1"
"2016","Port Hope, Ontario","2011S0504528","Rate","257","units","0","v733444","62","0.0","","","","1"
"2017","Port Hope, Ontario","2011S0504528","Rate","257","units","0","v733444","62","1.7","","","","1"
"2018","Port Hope, Ontario","2011S0504528","Rate","257","units","0","v733444","62","1.7","","","","1"
"2019","Port Hope, Ontario","2011S0504528","Rate","257","units","0","v733444","62","2.1","","","","1"
"2020","Port Hope, Ontario","2011S0504528","Rate","257","units","0","v733444","62","2.0","","","","1"
"2021","Port Hope, Ontario","2011S0504528","Rate","257","units","0","v733444","62","","F","","","1"
"2022","Port Hope, Ontario","2011S0504528","Rate","257","units","0","v733444","62","0.5","","","","1"
"2014","Portage la Prairie, Manitoba","2011S0504607","Rate","257","units","0","v733442","60","5.0","","","","1"
"2015","Portage la Prairie, Manitoba","2011S0504607","Rate","257","units","0","v733442","60","4.9","","","","1"
"2016","Portage la Prairie, Manitoba","2011S0504607","Rate","257","units","0","v733442","60","4.0","","","","1"
"2017","Portage la Prairie, Manitoba","2011S0504607","Rate","257","units","0","v733442","60","3.5","","","","1"
"2018","Portage la Prairie, Manitoba","2011S0504607","Rate","257","units","0","v733442","60","4.4","","","","1"
"2019","Portage la Prairie, Manitoba","2011S0504607","Rate","257","units","0","v733442","60","2.9","","","","1"
"2020","Portage la Prairie, Manitoba","2011S0504607","Rate","257","units","0","v733442","60","2.6","","","","1"
"2021","Portage la Prairie, Manitoba","2011S0504607","Rate","257","units","0","v733442","60","10.1","","","","1"
"2022","Portage la Prairie, Manitoba","2011S0504607","Rate","257","units","0","v733442","60","9.4","","","","1"
"2014","Powell River, British Columbia","2011S0504945","Rate","257","units","0","v733445","63","1.8","","","","1"
"2015","Powell River, British Columbia","2011S0504945","Rate","257","units","0","v733445","63","1.1","","","","1"
"2016","Powell River, British Columbia","2011S0504945","Rate","257","units","0","v733445","63","1.3","","","","1"
"2017","Powell River, British Columbia","2011S0504945","Rate","257","units","0","v733445","63","2.9","","","","1"
"2018","Powell River, British Columbia","2011S0504945","Rate","257","units","0","v733445","63","1.2","","","","1"
"2019","Powell River, British Columbia","2011S0504945","Rate","257","units","0","v733445","63","0.6","","","","1"
"2020","Powell River, British Columbia","2011S0504945","Rate","257","units","0","v733445","63","1.1","","","","1"
"2021","Powell River, British Columbia","2011S0504945","Rate","257","units","0","v733445","63","0.5","","","","1"
"2022","Powell River, British Columbia","2011S0504945","Rate","257","units","0","v733445","63","1.2","","","","1"
"2014","Prévost, Quebec","2011A00052475040","Rate","257","units","0","v53843515","146","2.0","","","","1"
"2015","Prévost, Quebec","2011A00052475040","Rate","257","units","0","v53843515","146","","F","","","1"
"2016","Prévost, Quebec","2011A00052475040","Rate","257","units","0","v53843515","146","","F","","","1"
"2017","Prévost, Quebec","2011A00052475040","Rate","257","units","0","v53843515","146","","F","","","1"
"2018","Prévost, Quebec","2011A00052475040","Rate","257","units","0","v53843515","146","","F","","","1"
"2019","Prévost, Quebec","2011A00052475040","Rate","257","units","0","v53843515","146","","F","","","1"
"2020","Prévost, Quebec","2011A00052475040","Rate","257","units","0","v53843515","146","","F","","","1"
"2021","Prévost, Quebec","2011A00052475040","Rate","257","units","0","v53843515","146","","F","","","1"
"2022","Prévost, Quebec","2011A00052475040","Rate","257","units","0","v53843515","146","","F","","","1"
"2014","Prince Albert, Saskatchewan","2011S0504745","Rate","257","units","0","v733446","64","8.9","","","","1"
"2015","Prince Albert, Saskatchewan","2011S0504745","Rate","257","units","0","v733446","64","6.0","","","","1"
"2016","Prince Albert, Saskatchewan","2011S0504745","Rate","257","units","0","v733446","64","5.3","","","","1"
"2017","Prince Albert, Saskatchewan","2011S0504745","Rate","257","units","0","v733446","64","5.8","","","","1"
"2018","Prince Albert, Saskatchewan","2011S0504745","Rate","257","units","0","v733446","64","6.4","","","","1"
"2019","Prince Albert, Saskatchewan","2011S0504745","Rate","257","units","0","v733446","64","7.0","","","","1"
"2020","Prince Albert, Saskatchewan","2011S0504745","Rate","257","units","0","v733446","64","4.3","","","","1"
"2021","Prince Albert, Saskatchewan","2011S0504745","Rate","257","units","0","v733446","64","4.6","","","","1"
"2022","Prince Albert, Saskatchewan","2011S0504745","Rate","257","units","0","v733446","64","4.3","","","","1"
"2014","Prince Edward, Ontario","3513020","Rate","257","units","0","v4419486","98","4.2","","","","1"
"2015","Prince Edward, Ontario","3513020","Rate","257","units","0","v4419486","98","3.4","","","","1"
"2016","Prince Edward, Ontario","3513020","Rate","257","units","0","v4419486","98","2.0","","","","1"
"2017","Prince Edward, Ontario","3513020","Rate","257","units","0","v4419486","98","4.7","","","","1"
"2018","Prince Edward, Ontario","3513020","Rate","257","units","0","v4419486","98","3.1","","","","1"
"2019","Prince Edward, Ontario","3513020","Rate","257","units","0","v4419486","98","3.0","","","","1"
"2020","Prince Edward, Ontario","3513020","Rate","257","units","0","v4419486","98","0.7","","","","1"
"2021","Prince Edward, Ontario","3513020","Rate","257","units","0","v4419486","98","0.6","","","","1"
"2022","Prince Edward, Ontario","3513020","Rate","257","units","0","v4419486","98","2.0","","","","1"
"2014","Prince Rupert, British Columbia","2011S0504955","Rate","257","units","0","v733447","65","6.6","","","","1"
"2015","Prince Rupert, British Columbia","2011S0504955","Rate","257","units","0","v733447","65","4.0","","","","1"
"2016","Prince Rupert, British Columbia","2011S0504955","Rate","257","units","0","v733447","65","4.5","","","","1"
"2017","Prince Rupert, British Columbia","2011S0504955","Rate","257","units","0","v733447","65","3.9","","","","1"
"2018","Prince Rupert, British Columbia","2011S0504955","Rate","257","units","0","v733447","65","3.6","","","","1"
"2019","Prince Rupert, British Columbia","2011S0504955","Rate","257","units","0","v733447","65","2.1","","","","1"
"2020","Prince Rupert, British Columbia","2011S0504955","Rate","257","units","0","v733447","65","3.3","","","","1"
"2021","Prince Rupert, British Columbia","2011S0504955","Rate","257","units","0","v733447","65","4.6","","","","1"
"2022","Prince Rupert, British Columbia","2011S0504955","Rate","257","units","0","v733447","65","5.8","","","","1"
"2014","Queens, Nova Scotia","2011A00051204010","Rate","257","units","0","v53843516","147","5.1","","","","1"
"2015","Queens, Nova Scotia","2011A00051204010","Rate","257","units","0","v53843516","147","14.0","","","","1"
"2016","Queens, Nova Scotia","2011A00051204010","Rate","257","units","0","v53843516","147","4.6","","","","1"
"2017","Queens, Nova Scotia","2011A00051204010","Rate","257","units","0","v53843516","147","","F","","","1"
"2018","Queens, Nova Scotia","2011A00051204010","Rate","257","units","0","v53843516","147","","F","","","1"
"2019","Queens, Nova Scotia","2011A00051204010","Rate","257","units","0","v53843516","147","0.0","","","","1"
"2020","Queens, Nova Scotia","2011A00051204010","Rate","257","units","0","v53843516","147","","F","","","1"
"2021","Queens, Nova Scotia","2011A00051204010","Rate","257","units","0","v53843516","147","0.0","","","","1"
"2022","Queens, Nova Scotia","2011A00051204010","Rate","257","units","0","v53843516","147","","F","","","1"
"2014","Quesnel, British Columbia","2011S0504952","Rate","257","units","0","v733448","66","4.5","","","","1"
"2015","Quesnel, British Columbia","2011S0504952","Rate","257","units","0","v733448","66","2.3","","","","1"
"2016","Quesnel, British Columbia","2011S0504952","Rate","257","units","0","v733448","66","1.9","","","","1"
"2017","Quesnel, British Columbia","2011S0504952","Rate","257","units","0","v733448","66","3.8","","","","1"
"2018","Quesnel, British Columbia","2011S0504952","Rate","257","units","0","v733448","66","4.3","","","","1"
"2019","Quesnel, British Columbia","2011S0504952","Rate","257","units","0","v733448","66","4.2","","","","1"
"2020","Quesnel, British Columbia","2011S0504952","Rate","257","units","0","v733448","66","0.9","","","","1"
"2021","Quesnel, British Columbia","2011S0504952","Rate","257","units","0","v733448","66","0.9","","","","1"
"2022","Quesnel, British Columbia","2011S0504952","Rate","257","units","0","v733448","66","1.4","","","","1"
"2014","Rawdon, Quebec","2011A00052462037","Rate","257","units","0","v53843517","148","1.3","","","","1"
"2015","Rawdon, Quebec","2011A00052462037","Rate","257","units","0","v53843517","148","5.0","","","","1"
"2016","Rawdon, Quebec","2011A00052462037","Rate","257","units","0","v53843517","148","4.0","","","","1"
"2017","Rawdon, Quebec","2011A00052462037","Rate","257","units","0","v53843517","148","","F","","","1"
"2018","Rawdon, Quebec","2011A00052462037","Rate","257","units","0","v53843517","148","1.1","","","","1"
"2019","Rawdon, Quebec","2011A00052462037","Rate","257","units","0","v53843517","148","0.4","","","","1"
"2020","Rawdon, Quebec","2011A00052462037","Rate","257","units","0","v53843517","148","0.0","","","","1"
"2021","Rawdon, Quebec","2011A00052462037","Rate","257","units","0","v53843517","148","0.4","","","","1"
"2022","Rawdon, Quebec","2011A00052462037","Rate","257","units","0","v53843517","148","","F","","","1"
"2014","Red Deer County, Alberta","2011A00054808001","Rate","257","units","0","v53843518","149","","F","","","1"
"2015","Red Deer County, Alberta","2011A00054808001","Rate","257","units","0","v53843518","149","","F","","","1"
"2016","Red Deer County, Alberta","2011A00054808001","Rate","257","units","0","v53843518","149","","F","","","1"
"2017","Red Deer County, Alberta","2011A00054808001","Rate","257","units","0","v53843518","149","","F","","","1"
"2018","Red Deer County, Alberta","2011A00054808001","Rate","257","units","0","v53843518","149","","F","","","1"
"2019","Red Deer County, Alberta","2011A00054808001","Rate","257","units","0","v53843518","149","","F","","","1"
"2020","Red Deer County, Alberta","2011A00054808001","Rate","257","units","0","v53843518","149","","F","","","1"
"2021","Red Deer County, Alberta","2011A00054808001","Rate","257","units","0","v53843518","149","","F","","","1"
"2022","Red Deer County, Alberta","2011A00054808001","Rate","257","units","0","v53843518","149","","F","","","1"
