"REF_DATE","GEO","DGUID","Persons in low income","Low income lines","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","Saskatchewan","2016A000247","Persons under 18 years in female lone-parent families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133275","11.21.6.2","43.4","E","","","1"
"2020","Saskatchewan","2016A000247","Persons under 18 years in female lone-parent families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133275","11.21.6.2","26.2","E","","","1"
"2021","Saskatchewan","2016A000247","Persons under 18 years in female lone-parent families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133275","11.21.6.2","26.0","E","","","1"
"2015","Saskatchewan","2016A000247","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133290","11.26.6.2","26.3","C","","","1"
"2016","Saskatchewan","2016A000247","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133290","11.26.6.2","26.2","C","","","1"
"2017","Saskatchewan","2016A000247","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133290","11.26.6.2","26.8","C","","","1"
"2018","Saskatchewan","2016A000247","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133290","11.26.6.2","26.2","C","","","1"
"2019","Saskatchewan","2016A000247","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133290","11.26.6.2","29.4","D","","","1"
"2020","Saskatchewan","2016A000247","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133290","11.26.6.2","20.3","C","","","1"
"2021","Saskatchewan","2016A000247","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133290","11.26.6.2","23.8","C","","","1"
"2015","Saskatchewan","2016A000247","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133299","11.29.6.2","16.7","D","","","1"
"2016","Saskatchewan","2016A000247","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133299","11.29.6.2","15.0","E","","","1"
"2017","Saskatchewan","2016A000247","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133299","11.29.6.2","11.8","D","","","1"
"2018","Saskatchewan","2016A000247","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133299","11.29.6.2","8.7","E","","","1"
"2019","Saskatchewan","2016A000247","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133299","11.29.6.2","10.1","E","","","1"
"2020","Saskatchewan","2016A000247","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133299","11.29.6.2","5.1","E","","","1"
"2021","Saskatchewan","2016A000247","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133299","11.29.6.2","12.3","D","","","1"
"2015","Saskatchewan","2016A000247","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133308","11.32.6.2","30.0","C","","","1"
"2016","Saskatchewan","2016A000247","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133308","11.32.6.2","31.3","C","","","1"
"2017","Saskatchewan","2016A000247","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133308","11.32.6.2","33.5","C","","","1"
"2018","Saskatchewan","2016A000247","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133308","11.32.6.2","34.4","C","","","1"
"2019","Saskatchewan","2016A000247","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133308","11.32.6.2","37.4","D","","","1"
"2020","Saskatchewan","2016A000247","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133308","11.32.6.2","28.1","C","","","1"
"2021","Saskatchewan","2016A000247","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133308","11.32.6.2","29.5","D","","","1"
"2015","Alberta","2016A000248","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133317","12.1.6.2","9.4","D","","","1"
"2016","Alberta","2016A000248","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133317","12.1.6.2","10.1","C","","","1"
"2017","Alberta","2016A000248","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133317","12.1.6.2","8.5","C","","","1"
"2018","Alberta","2016A000248","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133317","12.1.6.2","8.8","C","","","1"
"2019","Alberta","2016A000248","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133317","12.1.6.2","7.7","D","","","1"
"2020","Alberta","2016A000248","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133317","12.1.6.2","5.5","D","","","1"
"2021","Alberta","2016A000248","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133317","12.1.6.2","7.8","C","","","1"
"2015","Alberta","2016A000248","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133320","12.2.6.2","12.3","E","","","1"
"2016","Alberta","2016A000248","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133320","12.2.6.2","10.8","D","","","1"
"2017","Alberta","2016A000248","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133320","12.2.6.2","7.8","D","","","1"
"2018","Alberta","2016A000248","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133320","12.2.6.2","8.8","D","","","1"
"2019","Alberta","2016A000248","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133320","12.2.6.2","6.9","E","","","1"
"2020","Alberta","2016A000248","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133320","12.2.6.2","4.2","E","","","1"
"2021","Alberta","2016A000248","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133320","12.2.6.2","7.5","E","","","1"
"2015","Alberta","2016A000248","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133323","12.3.6.2","9.5","D","","","1"
"2016","Alberta","2016A000248","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133323","12.3.6.2","10.9","C","","","1"
"2017","Alberta","2016A000248","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133323","12.3.6.2","9.8","C","","","1"
"2018","Alberta","2016A000248","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133323","12.3.6.2","9.9","C","","","1"
"2019","Alberta","2016A000248","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133323","12.3.6.2","8.9","D","","","1"
"2020","Alberta","2016A000248","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133323","12.3.6.2","6.5","D","","","1"
"2021","Alberta","2016A000248","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133323","12.3.6.2","8.3","C","","","1"
"2015","Alberta","2016A000248","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133326","12.4.6.2","3.1","E","","","1"
"2016","Alberta","2016A000248","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133326","12.4.6.2","4.3","E","","","1"
"2017","Alberta","2016A000248","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133326","12.4.6.2","2.9","E","","","1"
"2018","Alberta","2016A000248","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133326","12.4.6.2","3.4","E","","","1"
"2019","Alberta","2016A000248","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133326","12.4.6.2","3.5","E","","","1"
"2020","Alberta","2016A000248","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133326","12.4.6.2","2.9","E","","","1"
"2021","Alberta","2016A000248","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133326","12.4.6.2","5.9","D","","","1"
"2015","Alberta","2016A000248","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133353","12.13.6.2","7.5","D","","","1"
"2016","Alberta","2016A000248","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133353","12.13.6.2","7.8","D","","","1"
"2017","Alberta","2016A000248","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133353","12.13.6.2","6.4","D","","","1"
"2018","Alberta","2016A000248","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133353","12.13.6.2","6.2","D","","","1"
"2019","Alberta","2016A000248","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133353","12.13.6.2","5.5","D","","","1"
"2020","Alberta","2016A000248","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133353","12.13.6.2","3.3","D","","","1"
"2021","Alberta","2016A000248","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133353","12.13.6.2","4.9","D","","","1"
"2015","Alberta","2016A000248","Elderly persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133362","12.16.6.2","","F","","","1"
"2016","Alberta","2016A000248","Elderly persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133362","12.16.6.2","","F","","","1"
"2017","Alberta","2016A000248","Elderly persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133362","12.16.6.2","1.7","E","","","1"
"2018","Alberta","2016A000248","Elderly persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133362","12.16.6.2","2.7","E","","","1"
"2019","Alberta","2016A000248","Elderly persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133362","12.16.6.2","2.8","E","","","1"
"2020","Alberta","2016A000248","Elderly persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133362","12.16.6.2","","F","","","1"
"2021","Alberta","2016A000248","Elderly persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133362","12.16.6.2","2.4","E","","","1"
"2015","Alberta","2016A000248","Persons under 18 years in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133371","12.19.6.2","12.2","E","","","1"
"2016","Alberta","2016A000248","Persons under 18 years in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133371","12.19.6.2","10.7","D","","","1"
"2017","Alberta","2016A000248","Persons under 18 years in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133371","12.19.6.2","7.8","D","","","1"
"2018","Alberta","2016A000248","Persons under 18 years in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133371","12.19.6.2","8.7","E","","","1"
"2019","Alberta","2016A000248","Persons under 18 years in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133371","12.19.6.2","6.6","E","","","1"
"2020","Alberta","2016A000248","Persons under 18 years in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133371","12.19.6.2","4.1","E","","","1"
"2021","Alberta","2016A000248","Persons under 18 years in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133371","12.19.6.2","7.4","E","","","1"
"2015","Alberta","2016A000248","Persons under 18 years in couple families with children","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133374","12.20.6.2","9.6","E","","","1"
"2016","Alberta","2016A000248","Persons under 18 years in couple families with children","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133374","12.20.6.2","9.8","E","","","1"
"2017","Alberta","2016A000248","Persons under 18 years in couple families with children","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133374","12.20.6.2","6.5","E","","","1"
"2018","Alberta","2016A000248","Persons under 18 years in couple families with children","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133374","12.20.6.2","7.4","E","","","1"
"2019","Alberta","2016A000248","Persons under 18 years in couple families with children","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133374","12.20.6.2","5.6","E","","","1"
"2020","Alberta","2016A000248","Persons under 18 years in couple families with children","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133374","12.20.6.2","2.3","E","","","1"
"2021","Alberta","2016A000248","Persons under 18 years in couple families with children","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133374","12.20.6.2","5.1","E","","","1"
"2015","Alberta","2016A000248","Persons under 18 years in female lone-parent families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133377","12.21.6.2","41.0","E","","","1"
"2016","Alberta","2016A000248","Persons under 18 years in female lone-parent families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133377","12.21.6.2","37.5","E","","","1"
"2017","Alberta","2016A000248","Persons under 18 years in female lone-parent families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133377","12.21.6.2","27.4","E","","","1"
"2018","Alberta","2016A000248","Persons under 18 years in female lone-parent families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133377","12.21.6.2","29.7","E","","","1"
"2019","Alberta","2016A000248","Persons under 18 years in female lone-parent families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133377","12.21.6.2","25.4","E","","","1"
"2020","Alberta","2016A000248","Persons under 18 years in female lone-parent families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133377","12.21.6.2","25.0","E","","","1"
"2021","Alberta","2016A000248","Persons under 18 years in female lone-parent families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133377","12.21.6.2","36.2","E","","","1"
"2015","Alberta","2016A000248","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133392","12.26.6.2","20.8","D","","","1"
"2016","Alberta","2016A000248","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133392","12.26.6.2","23.7","D","","","1"
"2017","Alberta","2016A000248","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133392","12.26.6.2","20.8","D","","","1"
"2018","Alberta","2016A000248","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133392","12.26.6.2","24.0","C","","","1"
"2019","Alberta","2016A000248","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133392","12.26.6.2","20.9","D","","","1"
"2020","Alberta","2016A000248","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133392","12.26.6.2","19.1","D","","","1"
"2021","Alberta","2016A000248","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133392","12.26.6.2","25.3","C","","","1"
"2015","Alberta","2016A000248","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133401","12.29.6.2","7.4","E","","","1"
"2016","Alberta","2016A000248","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133401","12.29.6.2","10.1","E","","","1"
"2017","Alberta","2016A000248","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133401","12.29.6.2","5.8","E","","","1"
"2018","Alberta","2016A000248","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133401","12.29.6.2","5.6","E","","","1"
"2019","Alberta","2016A000248","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133401","12.29.6.2","5.7","E","","","1"
"2020","Alberta","2016A000248","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133401","12.29.6.2","8.3","E","","","1"
"2021","Alberta","2016A000248","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133401","12.29.6.2","17.7","D","","","1"
"2015","Alberta","2016A000248","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133410","12.32.6.2","24.2","D","","","1"
"2016","Alberta","2016A000248","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133410","12.32.6.2","27.7","D","","","1"
"2017","Alberta","2016A000248","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133410","12.32.6.2","25.6","D","","","1"
"2018","Alberta","2016A000248","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133410","12.32.6.2","29.1","C","","","1"
"2019","Alberta","2016A000248","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133410","12.32.6.2","25.5","D","","","1"
"2020","Alberta","2016A000248","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133410","12.32.6.2","22.8","D","","","1"
"2021","Alberta","2016A000248","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133410","12.32.6.2","27.5","D","","","1"
"2015","British Columbia","2016A000259","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133419","13.1.6.2","18.6","C","","","1"
"2016","British Columbia","2016A000259","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133419","13.1.6.2","16.0","C","","","1"
"2017","British Columbia","2016A000259","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133419","13.1.6.2","14.6","C","","","1"
"2018","British Columbia","2016A000259","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133419","13.1.6.2","13.3","C","","","1"
"2019","British Columbia","2016A000259","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133419","13.1.6.2","11.9","C","","","1"
"2020","British Columbia","2016A000259","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133419","13.1.6.2","7.6","C","","","1"
"2021","British Columbia","2016A000259","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133419","13.1.6.2","8.8","C","","","1"
"2015","British Columbia","2016A000259","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133422","13.2.6.2","16.8","D","","","1"
"2016","British Columbia","2016A000259","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133422","13.2.6.2","17.4","D","","","1"
"2017","British Columbia","2016A000259","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133422","13.2.6.2","13.4","D","","","1"
"2018","British Columbia","2016A000259","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133422","13.2.6.2","11.1","D","","","1"
"2019","British Columbia","2016A000259","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133422","13.2.6.2","7.3","E","","","1"
"2020","British Columbia","2016A000259","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133422","13.2.6.2","5.0","E","","","1"
"2021","British Columbia","2016A000259","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133422","13.2.6.2","7.9","D","","","1"
"2015","British Columbia","2016A000259","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133425","13.3.6.2","20.8","C","","","1"
"2016","British Columbia","2016A000259","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133425","13.3.6.2","17.4","C","","","1"
"2017","British Columbia","2016A000259","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133425","13.3.6.2","16.3","C","","","1"
"2018","British Columbia","2016A000259","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133425","13.3.6.2","15.2","C","","","1"
"2019","British Columbia","2016A000259","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133425","13.3.6.2","14.8","C","","","1"
"2020","British Columbia","2016A000259","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133425","13.3.6.2","9.5","C","","","1"
"2021","British Columbia","2016A000259","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133425","13.3.6.2","9.5","C","","","1"
"2015","British Columbia","2016A000259","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133428","13.4.6.2","11.7","D","","","1"
"2016","British Columbia","2016A000259","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133428","13.4.6.2","9.1","D","","","1"
"2017","British Columbia","2016A000259","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133428","13.4.6.2","9.7","D","","","1"
"2018","British Columbia","2016A000259","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133428","13.4.6.2","8.5","D","","","1"
"2019","British Columbia","2016A000259","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133428","13.4.6.2","6.4","D","","","1"
"2020","British Columbia","2016A000259","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133428","13.4.6.2","3.7","D","","","1"
"2021","British Columbia","2016A000259","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133428","13.4.6.2","7.0","D","","","1"
"2015","British Columbia","2016A000259","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133455","13.13.6.2","13.1","C","","","1"
"2016","British Columbia","2016A000259","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133455","13.13.6.2","11.0","D","","","1"
"2017","British Columbia","2016A000259","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133455","13.13.6.2","10.0","D","","","1"
"2018","British Columbia","2016A000259","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133455","13.13.6.2","8.3","D","","","1"
"2019","British Columbia","2016A000259","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133455","13.13.6.2","7.1","D","","","1"
"2020","British Columbia","2016A000259","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133455","13.13.6.2","3.9","D","","","1"
"2021","British Columbia","2016A000259","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133455","13.13.6.2","5.2","D","","","1"
"2015","British Columbia","2016A000259","Elderly persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133464","13.16.6.2","6.5","E","","","1"
"2016","British Columbia","2016A000259","Elderly persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133464","13.16.6.2","4.3","E","","","1"
"2017","British Columbia","2016A000259","Elderly persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133464","13.16.6.2","5.9","E","","","1"
"2018","British Columbia","2016A000259","Elderly persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133464","13.16.6.2","3.7","E","","","1"
"2019","British Columbia","2016A000259","Elderly persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133464","13.16.6.2","3.3","E","","","1"
"2020","British Columbia","2016A000259","Elderly persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133464","13.16.6.2","1.8","E","","","1"
"2021","British Columbia","2016A000259","Elderly persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133464","13.16.6.2","3.8","E","","","1"
"2015","British Columbia","2016A000259","Persons under 18 years in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133473","13.19.6.2","15.9","D","","","1"
"2016","British Columbia","2016A000259","Persons under 18 years in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133473","13.19.6.2","17.2","D","","","1"
"2017","British Columbia","2016A000259","Persons under 18 years in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133473","13.19.6.2","13.2","D","","","1"
"2018","British Columbia","2016A000259","Persons under 18 years in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133473","13.19.6.2","11.0","D","","","1"
"2019","British Columbia","2016A000259","Persons under 18 years in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133473","13.19.6.2","7.1","E","","","1"
"2020","British Columbia","2016A000259","Persons under 18 years in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133473","13.19.6.2","4.8","E","","","1"
"2021","British Columbia","2016A000259","Persons under 18 years in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133473","13.19.6.2","7.2","D","","","1"
"2015","British Columbia","2016A000259","Persons under 18 years in couple families with children","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133476","13.20.6.2","14.7","D","","","1"
"2016","British Columbia","2016A000259","Persons under 18 years in couple families with children","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133476","13.20.6.2","12.3","E","","","1"
"2017","British Columbia","2016A000259","Persons under 18 years in couple families with children","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133476","13.20.6.2","10.7","E","","","1"
"2018","British Columbia","2016A000259","Persons under 18 years in couple families with children","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133476","13.20.6.2","9.6","D","","","1"
